Date,Open,High,Low,Close,Adj Close,Volume
9/08/2013,80.870003,81.360001,80.870003,81.129997,81.129997,0
11/08/2013,null,null,null,null,null,null
12/08/2013,81.07,81.510002,81.07,81.330002,81.330002,0
13/08/2013,81.510002,81.879997,81.400002,81.730003,81.730003,0
14/08/2013,81.769997,81.849998,81.610001,81.699997,81.699997,0
15/08/2013,81.690002,81.940002,81.110001,81.129997,81.129997,0
16/08/2013,81.050003,81.940002,81.050003,81.260002,81.260002,0
18/08/2013,null,null,null,null,null,null
19/08/2013,81.139999,81.389999,81.139999,81.230003,81.230003,0
20/08/2013,80.75,81.389999,80.75,80.910004,80.910004,0
21/08/2013,80.949997,81.410004,80.900002,81.32,81.32,0
22/08/2013,81.379997,81.720001,81.379997,81.489998,81.489998,0
23/08/2013,81.419998,81.660004,81.220001,81.339996,81.339996,0
25/08/2013,null,null,null,null,null,null
26/08/2013,81.339996,81.510002,81.269997,81.370003,81.370003,0
27/08/2013,81.110001,81.57,81.110001,81.169998,81.169998,0
28/08/2013,81.129997,81.599998,81.110001,81.419998,81.419998,0
29/08/2013,81.110001,82.07,81.110001,81.949997,81.949997,0
30/08/2013,81.379997,82.260002,81.379997,82.089996,82.089996,0
1/09/2013,null,null,null,null,null,null
3/09/2013,82.019997,82.519997,82.019997,82.360001,82.360001,0
4/09/2013,82.080002,82.519997,82.080002,82.169998,82.169998,0
5/09/2013,82.199997,82.669998,82.099998,82.629997,82.629997,0
6/09/2013,82.629997,82.629997,82.040001,82.150002,82.150002,0
8/09/2013,null,null,null,null,null,null
9/09/2013,81.699997,82.629997,81.699997,81.790001,81.790001,0
10/09/2013,81.699997,82.309998,81.699997,81.82,81.82,0
11/09/2013,81.449997,81.980003,81.449997,81.519997,81.519997,0
12/09/2013,81.360001,81.940002,81.360001,81.489998,81.489998,0
13/09/2013,81.360001,81.739998,81.360001,81.449997,81.449997,0
15/09/2013,null,null,null,null,null,null
16/09/2013,81.230003,81.309998,80.970001,81.25,81.25,0
17/09/2013,81.279999,81.349998,81.110001,81.169998,81.169998,0
18/09/2013,80.059998,81.349998,80.059998,80.239998,80.239998,0
19/09/2013,80.239998,80.449997,80.07,80.360001,80.360001,0
20/09/2013,80.360001,80.580002,80.300003,80.440002,80.440002,0
22/09/2013,null,null,null,null,null,null
23/09/2013,80.290001,80.529999,80.290001,80.449997,80.449997,0
24/09/2013,80.290001,80.620003,80.290001,80.559998,80.559998,0
25/09/2013,80.290001,80.629997,80.290001,80.330002,80.330002,0
26/09/2013,80.290001,80.650002,80.290001,80.519997,80.519997,0
27/09/2013,80.540001,80.589996,80.110001,80.269997,80.269997,0
29/09/2013,null,null,null,null,null,null
30/09/2013,80.029999,80.43,80.029999,80.220001,80.220001,0
1/10/2013,80.269997,80.32,79.860001,80.099998,80.099998,0
2/10/2013,80.209999,80.279999,79.779999,79.879997,79.879997,0
3/10/2013,79.900002,79.919998,79.629997,79.769997,79.769997,0
4/10/2013,79.629997,80.190002,79.629997,80.120003,80.120003,0
6/10/2013,null,null,null,null,null,null
7/10/2013,79.68,80.190002,79.68,79.940002,79.940002,0
8/10/2013,79.839996,80.139999,79.839996,80.059998,80.059998,0
9/10/2013,79.910004,80.57,79.879997,80.370003,80.370003,0
10/10/2013,79.879997,80.599998,79.879997,80.419998,80.419998,0
11/10/2013,80.239998,80.599998,80.239998,80.360001,80.360001,0
13/10/2013,null,null,null,null,null,null
14/10/2013,80.129997,80.43,80.129997,80.260002,80.260002,0
15/10/2013,80.129997,80.699997,80.129997,80.480003,80.480003,0
16/10/2013,80.440002,80.75,80.279999,80.5,80.5,0
17/10/2013,80.519997,80.559998,79.610001,79.650002,79.650002,0
18/10/2013,79.690002,79.760002,79.480003,79.639999,79.639999,0
20/10/2013,null,null,null,null,null,null
21/10/2013,79.620003,79.82,79.620003,79.68,79.68,0
22/10/2013,79.739998,79.790001,79.18,79.239998,79.239998,0
23/10/2013,79.260002,79.389999,79.139999,79.260002,79.260002,0
24/10/2013,79.279999,79.32,79.080002,79.190002,79.190002,0
25/10/2013,79.199997,79.32,79,79.18,79.18,0
27/10/2013,null,null,null,null,null,null
28/10/2013,79.150002,79.379997,79.150002,79.25,79.25,0
29/10/2013,79.32,79.669998,79.290001,79.629997,79.629997,0
30/10/2013,79.610001,79.910004,79.449997,79.75,79.75,0
31/10/2013,79.449997,80.269997,79.449997,80.199997,80.199997,0
1/11/2013,80.230003,80.790001,80.230003,80.730003,80.730003,0
3/11/2013,null,null,null,null,null,null
4/11/2013,80.690002,80.93,80.529999,80.550003,80.550003,0
5/11/2013,80.5,80.93,80.5,80.709999,80.709999,0
6/11/2013,80.379997,80.809998,80.379997,80.480003,80.480003,0
7/11/2013,80.519997,81.459999,80.440002,80.82,80.82,0
8/11/2013,80.889999,81.480003,80.779999,81.209999,81.209999,0
10/11/2013,null,null,null,null,null,null
11/11/2013,81.290001,81.339996,81.07,81.089996,81.089996,0
12/11/2013,81.019997,81.459999,81.019997,81.190002,81.190002,0
13/11/2013,80.730003,81.459999,80.730003,80.93,80.93,0
14/11/2013,80.809998,81.209999,80.739998,80.980003,80.980003,0
15/11/2013,81.029999,81.150002,80.779999,80.839996,80.839996,0
17/11/2013,null,null,null,null,null,null
18/11/2013,80.57,80.919998,80.57,80.830002,80.830002,0
19/11/2013,80.489998,80.919998,80.489998,80.699997,80.699997,0
20/11/2013,80.489998,81.129997,80.489998,81.110001,81.110001,0
21/11/2013,81.059998,81.290001,80.949997,81.050003,81.050003,0
22/11/2013,81.019997,81.089996,80.690002,80.709999,80.709999,0
24/11/2013,null,null,null,null,null,null
25/11/2013,80.690002,81.019997,80.68,80.919998,80.919998,0
26/11/2013,80.800003,80.900002,80.599998,80.610001,80.610001,0
27/11/2013,80.639999,80.790001,80.480003,80.739998,80.739998,0
29/11/2013,80.589996,80.68,80.489998,80.68,80.68,0
1/12/2013,null,null,null,null,null,null
2/12/2013,80.660004,80.959999,80.5,80.910004,80.910004,0
3/12/2013,80.889999,80.989998,80.5,80.620003,80.620003,0
4/12/2013,80.629997,80.910004,80.540001,80.629997,80.629997,0
5/12/2013,80.639999,80.830002,80.230003,80.269997,80.269997,0
6/12/2013,80.300003,80.610001,80.220001,80.269997,80.269997,0
8/12/2013,null,null,null,null,null,null
9/12/2013,80.25,80.330002,80.120003,80.129997,80.129997,0
10/12/2013,80.129997,80.18,79.839996,79.970001,79.970001,0
11/12/2013,79.980003,80.059998,79.760002,79.889999,79.889999,0
12/12/2013,79.900002,80.25,79.849998,80.199997,80.199997,0
13/12/2013,80.230003,80.419998,80.160004,80.209999,80.209999,0
15/12/2013,null,null,null,null,null,null
16/12/2013,80.190002,80.220001,79.919998,80.07,80.07,0
17/12/2013,80.099998,80.279999,79.980003,80.059998,80.059998,0
18/12/2013,80.050003,80.57,79.809998,80.110001,80.110001,0
19/12/2013,80.519997,80.669998,80.470001,80.629997,80.629997,0
20/12/2013,80.709999,80.830002,80.389999,80.580002,80.580002,0
22/12/2013,null,null,null,null,null,null
23/12/2013,80.550003,80.550003,80.32,80.449997,80.449997,0
24/12/2013,80.440002,80.620003,80.43,80.529999,80.529999,0
26/12/2013,80.610001,80.620003,80.449997,80.480003,80.480003,0
27/12/2013,80.510002,80.519997,79.690002,80.389999,80.389999,0
29/12/2013,null,null,null,null,null,null
30/12/2013,80.339996,80.43,79.93,80,80,0
31/12/2013,80.010002,80.220001,79.970001,80.040001,80.040001,0
2/01/2014,80.139999,80.709999,80.080002,80.629997,80.629997,0
3/01/2014,80.559998,80.900002,80.489998,80.790001,80.790001,0
5/01/2014,null,null,null,null,null,null
6/01/2014,80.870003,80.910004,80.540001,80.650002,80.650002,0
7/01/2014,80.68,80.949997,80.599998,80.830002,80.830002,0
8/01/2014,80.910004,81.169998,80.830002,81.040001,81.040001,0
9/01/2014,81.07,81.190002,80.849998,81.010002,81.010002,0
10/01/2014,80.949997,81.139999,80.529999,80.660004,80.660004,0
12/01/2014,null,null,null,null,null,null
13/01/2014,80.580002,80.75,80.470001,80.510002,80.510002,0
14/01/2014,80.589996,80.699997,80.440002,80.610001,80.610001,0
15/01/2014,80.660004,81.129997,80.650002,81,81,0
16/01/2014,81.050003,81.120003,80.769997,80.900002,80.900002,0
17/01/2014,80.93,81.300003,80.910004,81.260002,81.260002,0
19/01/2014,null,null,null,null,null,null
21/01/2014,81.18,81.389999,81.040001,81.099998,81.099998,0
22/01/2014,81.099998,81.209999,80.959999,81.169998,81.169998,0
23/01/2014,81.25,81.309998,80.410004,80.440002,80.440002,0
24/01/2014,80.480003,80.559998,80.150002,80.459999,80.459999,0
26/01/2014,null,null,null,null,null,null
27/01/2014,80.459999,80.559998,80.300003,80.5,80.5,0
28/01/2014,80.489998,80.760002,80.389999,80.57,80.57,0
29/01/2014,80.650002,80.82,80.440002,80.510002,80.510002,0
30/01/2014,80.57,81.139999,80.550003,81.089996,81.089996,0
31/01/2014,81.040001,81.32,80.989998,81.269997,81.269997,0
2/02/2014,null,null,null,null,null,null
3/02/2014,81.25,81.32,80.989998,81.010002,81.010002,0
4/02/2014,81.080002,81.220001,80.989998,81.120003,81.120003,0
5/02/2014,81.120003,81.239998,80.900002,81.029999,81.029999,0
6/02/2014,81.050003,81.230003,80.730003,80.889999,80.889999,0
7/02/2014,80.889999,81.010002,80.599998,80.690002,80.690002,0
9/02/2014,null,null,null,null,null,null
10/02/2014,80.769997,80.769997,80.589996,80.669998,80.669998,0
11/02/2014,80.629997,80.669998,80.449997,80.629997,80.629997,0
12/02/2014,80.629997,80.830002,80.489998,80.68,80.68,0
13/02/2014,80.699997,80.709999,80.190002,80.290001,80.290001,0
14/02/2014,80.32,80.330002,80.07,80.129997,80.129997,0
16/02/2014,null,null,null,null,null,null
18/02/2014,80.169998,80.230003,79.959999,80.010002,80.010002,0
19/02/2014,79.970001,80.239998,79.93,80.169998,80.169998,0
20/02/2014,80.220001,80.419998,80.029999,80.290001,80.290001,0
21/02/2014,80.300003,80.410004,80.18,80.239998,80.239998,0
23/02/2014,null,null,null,null,null,null
24/02/2014,80.279999,80.370003,80.110001,80.209999,80.209999,0
25/02/2014,80.220001,80.260002,80.019997,80.150002,80.150002,0
26/02/2014,80.150002,80.519997,80.089996,80.410004,80.410004,0
27/02/2014,80.419998,80.580002,80.230003,80.290001,80.290001,0
28/02/2014,80.279999,80.309998,79.690002,79.779999,79.779999,0
2/03/2014,null,null,null,null,null,null
3/03/2014,79.900002,80.099998,79.769997,80.07,80.07,0
4/03/2014,80.07,80.209999,79.919998,80.160004,80.160004,0
5/03/2014,80.139999,80.269997,80.050003,80.110001,80.110001,0
6/03/2014,80.120003,80.199997,79.589996,79.68,79.68,0
7/03/2014,79.660004,79.849998,79.43,79.720001,79.720001,0
9/03/2014,null,null,null,null,null,null
10/03/2014,79.690002,79.830002,79.629997,79.75,79.75,0
11/03/2014,79.760002,79.93,79.709999,79.769997,79.769997,0
12/03/2014,79.800003,79.860001,79.550003,79.610001,79.610001,0
13/03/2014,79.589996,79.690002,79.269997,79.620003,79.620003,0
14/03/2014,79.610001,79.699997,79.309998,79.440002,79.440002,0
16/03/2014,null,null,null,null,null,null
17/03/2014,79.400002,79.559998,79.279999,79.389999,79.389999,0
18/03/2014,79.379997,79.540001,79.309998,79.410004,79.410004,0
19/03/2014,79.379997,80.110001,79.360001,79.989998,79.989998,0
20/03/2014,80.010002,80.349998,79.919998,80.209999,80.209999,0
21/03/2014,80.190002,80.230003,80.029999,80.110001,80.110001,0
23/03/2014,null,null,null,null,null,null
24/03/2014,80.120003,80.290001,79.75,79.93,79.93,0
25/03/2014,79.93,80.269997,79.860001,79.940002,79.940002,0
26/03/2014,79.940002,80.139999,79.919998,79.980003,79.980003,0
27/03/2014,80.029999,80.199997,79.949997,80.110001,80.110001,0
28/03/2014,80.150002,80.25,80.059998,80.18,80.18,0
30/03/2014,null,null,null,null,null,null
31/03/2014,80.190002,80.300003,79.959999,80.099998,80.099998,0
1/04/2014,80.099998,80.129997,79.970001,80.080002,80.080002,0
2/04/2014,80.07,80.279999,80,80.220001,80.220001,0
3/04/2014,80.230003,80.529999,80.120003,80.470001,80.470001,0
4/04/2014,80.449997,80.599998,80.339996,80.419998,80.419998,0
6/04/2014,null,null,null,null,null,null
7/04/2014,80.440002,80.449997,80.190002,80.220001,80.220001,0
8/04/2014,80.220001,80.230003,79.709999,79.75,79.75,0
9/04/2014,79.800003,79.879997,79.470001,79.480003,79.480003,0
10/04/2014,79.519997,79.57,79.330002,79.379997,79.379997,0
11/04/2014,79.410004,79.57,79.360001,79.449997,79.449997,0
13/04/2014,null,null,null,null,null,null
14/04/2014,79.620003,79.830002,79.559998,79.730003,79.730003,0
15/04/2014,79.75,79.900002,79.690002,79.800003,79.800003,0
16/04/2014,79.790001,79.870003,79.650002,79.82,79.82,0
17/04/2014,79.809998,79.879997,79.580002,79.830002,79.830002,0
20/04/2014,null,null,null,null,null,null
21/04/2014,79.860001,79.989998,79.790001,79.949997,79.949997,0
22/04/2014,79.959999,79.989998,79.790001,79.910004,79.910004,0
23/04/2014,79.889999,79.919998,79.699997,79.860001,79.860001,0
24/04/2014,79.849998,79.970001,79.75,79.800003,79.800003,0
25/04/2014,79.75,79.800003,79.660004,79.769997,79.769997,0
27/04/2014,null,null,null,null,null,null
28/04/2014,79.769997,79.839996,79.550003,79.68,79.68,0
29/04/2014,79.690002,79.839996,79.589996,79.809998,79.809998,0
30/04/2014,79.809998,79.919998,79.459999,79.489998,79.489998,0
1/05/2014,79.510002,79.540001,79.410004,79.529999,79.529999,0
2/05/2014,79.519997,79.849998,79.470001,79.519997,79.519997,0
4/05/2014,null,null,null,null,null,null
5/05/2014,79.5,79.529999,79.43,79.489998,79.489998,0
6/05/2014,79.5,79.519997,79.059998,79.139999,79.139999,0
7/05/2014,79.139999,79.239998,79.089996,79.220001,79.220001,0
8/05/2014,79.230003,79.440002,78.910004,79.43,79.43,0
9/05/2014,79.419998,79.919998,79.419998,79.900002,79.900002,0
11/05/2014,null,null,null,null,null,null
12/05/2014,79.860001,79.919998,79.779999,79.900002,79.900002,0
13/05/2014,79.900002,80.18,79.860001,80.139999,80.139999,0
14/05/2014,80.110001,80.129997,79.989998,80.07,80.07,0
15/05/2014,80.059998,80.339996,79.93,80,80,0
16/05/2014,80.010002,80.120003,79.970001,80.040001,80.040001,0
18/05/2014,null,null,null,null,null,null
19/05/2014,80.050003,80.080002,79.879997,79.989998,79.989998,0
20/05/2014,80.029999,80.129997,80,80.040001,80.040001,0
21/05/2014,80.040001,80.300003,79.889999,80.099998,80.099998,0
22/05/2014,80.07,80.279999,80.07,80.25,80.25,0
23/05/2014,80.230003,80.440002,80.230003,80.389999,80.389999,0
25/05/2014,null,null,null,null,null,null
27/05/2014,80.290001,80.470001,80.169998,80.349998,80.349998,0
28/05/2014,80.339996,80.580002,80.32,80.57,80.57,0
29/05/2014,80.540001,80.559998,80.360001,80.489998,80.489998,0
30/05/2014,80.489998,80.5,80.309998,80.370003,80.370003,0
